gamma,kappa,window,state_number,Sharpe,Return,Volatility,Turnover,MDD,StateSwitch,AnnualReturn,AnnualVolatility,IR,AverageHoldingTime,BullDuration,BearDuration,StateSwitchTimes,anchor_date,train_start,train_end,validation_start,validation_end
2.0,2.0,3.49,2,1.9925848081336888,0.03839181388160551,0.01926734246135519,0.0015327406109156934,-0.01301462958438182,3.0,0.03839181388160551,0.01926734246135519,0.12378643968017845,54.25,68.0,40.5,3.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
6.0,2.0,3.49,2,1.96577589153057,0.0361370499526088,0.01838309753838327,0.00048421055231926167,-0.012539223890025708,1.0,0.0361370499526088,0.01838309753838327,0.12223378242765495,108.5,142.0,75.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
4.0,2.0,3.49,2,1.96577589153057,0.0361370499526088,0.01838309753838327,0.00048421055231926167,-0.012539223890025708,1.0,0.0361370499526088,0.01838309753838327,0.12223378242765495,108.5,142.0,75.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
8.0,2.4,3.49,2,1.941335352002955,0.039168145163008594,0.020175877971107474,0.0005272360468230016,-0.013874374515894683,1.0,0.039168145163008594,0.020175877971107474,0.12060172177275845,108.5,142.0,75.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
6.0,2.4,3.49,2,1.941335352002955,0.039168145163008594,0.020175877971107474,0.0005272360468230016,-0.013874374515894683,1.0,0.039168145163008594,0.020175877971107474,0.12060172177275845,108.5,142.0,75.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
2.0,1.2,3.49,2,1.9324936365240177,0.030744527669889443,0.0159092516988515,0.0004381616254348394,-0.010125158303096016,1.0,0.030744527669889443,0.0159092516988515,0.1204094359767321,108.5,143.0,74.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
10.0,2.8,3.49,2,1.9005915524294204,0.040109354654596974,0.02110361618903726,0.0005445313619664075,-0.014690074981828283,1.0,0.040109354654596974,0.02110361618903726,0.11805966352299792,108.5,142.0,75.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
1.0,1.2,3.49,2,1.882130958901263,0.02804697296456138,0.014901711717730014,0.0012449671844368636,-0.009227788163023165,3.0,0.02804697296456138,0.014901711717730014,0.11740612235962178,54.25,69.0,39.5,3.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
15.0,3.2,3.49,2,1.8655812737282216,0.04377722482666968,0.02346572912322616,0.0005983941905960707,-0.016493424540281132,1.0,0.04377722482666968,0.02346572912322616,0.11576790437628967,108.5,142.0,75.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
4.0,2.4,3.49,2,1.8565373670861531,0.03779207208935942,0.020356214078617933,0.0015828720625147544,-0.014074148022271582,3.0,0.03779207208935942,0.020356214078617933,0.11544335850029043,54.25,68.5,40.0,3.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
