trade_date,size_return,long_return,short_return,long_count,short_count,holdings_count,signal_date
2021-03-15,0.017003170891657333,0.0029196825389778197,-0.014083488352679514,839,839,1678,2021-03-12
2021-03-16,0.01758146966474444,0.021770884276284527,0.004189414611540089,840,840,1680,2021-03-15
2021-03-17,0.00066863621934596,0.006884752675071922,0.006216116455725962,840,840,1680,2021-03-16
2021-03-18,-0.009113131242659762,-0.001098516483708494,0.008014614758951268,840,840,1680,2021-03-17
2021-03-19,0.014550039769180543,0.0021523678190856718,-0.012397671950094872,840,840,1680,2021-03-18
2021-03-22,-0.0014183166875110682,0.013653438190419477,0.015071754877930546,840,840,1680,2021-03-19
2021-03-23,0.0011164549962158574,-0.010656592920793425,-0.011773047917009283,841,841,1682,2021-03-22
2021-03-24,0.012628783190836114,-0.002448734336230937,-0.01507751752706705,841,841,1682,2021-03-23
2021-03-25,-0.0050899078839465725,-0.004056114230283937,0.0010337936536626354,842,842,1684,2021-03-24
2021-03-26,-0.010691003531686605,0.00913548245665825,0.019826485988344855,842,842,1684,2021-03-25
2021-03-29,-0.006333563985659963,-0.0022262068248586437,0.004107357160801319,843,843,1686,2021-03-26
2021-03-30,-0.02050936891546446,-0.014177957315422955,0.006331411600041508,843,843,1686,2021-03-29
2021-03-31,0.012847132971968765,0.008168572734112239,-0.004678560237856526,844,844,1688,2021-03-30
2021-04-01,-0.010959788202912067,-0.00105082024967536,0.009908967953236708,844,844,1688,2021-03-31
2021-04-02,-0.00010142600614458219,0.005236397769419665,0.005337823775564248,845,845,1690,2021-04-01
2021-04-06,0.01175181646074658,0.014527236593982914,0.0027754201332363337,845,845,1690,2021-04-02
2021-04-07,0.007880345953415602,0.0086670897437058,0.0007867437902901977,846,846,1692,2021-04-06
2021-04-08,-0.013760962942567175,-0.01281525528439372,0.0009457076581734556,846,846,1692,2021-04-07
2021-04-09,0.011739262439280886,0.004897696682179081,-0.006841565757101807,846,846,1692,2021-04-08
2021-04-12,0.01150918325449128,-0.008129476305921134,-0.019638659560412414,847,847,1694,2021-04-09
2021-04-13,-0.005017323468229399,-0.009336302481611304,-0.0043189790133819055,848,848,1696,2021-04-12
2021-04-14,0.0017826909231100883,0.013326852416452128,0.01154416149334204,848,848,1696,2021-04-13
2021-04-15,0.0013557051461106787,-0.0008232957990339378,-0.0021790009451446166,849,849,1698,2021-04-14
2021-04-16,0.014810386615508004,0.0222313514133796,0.007420964797871596,849,849,1698,2021-04-15
2021-04-19,-0.00908220551284644,0.009177754238726432,0.018259959751572873,850,850,1700,2021-04-16
2021-04-20,-0.0033847337592006832,-0.004727574213472994,-0.0013428404542723104,850,850,1700,2021-04-19
