trade_date,active_return,growth_return,market_return,active_return_20d,state,state_name
2023-09-26,0.0093344253407791,0.0035344253407791,-0.0058,0.011451401560220509,1,Bull
2023-09-27,0.0021368763153843,0.0042368763153843,0.0021,0.017160214713779043,1,Bull
2023-09-28,0.002098423886265,-0.000901576113735,-0.003,0.014206874210069387,1,Bull
2023-10-09,0.002719343047671,0.001419343047671,-0.0013,0.025807067640627235,1,Bull
2023-10-10,0.0008304121206167,-0.0066695878793832,-0.0075,0.04832975002313655,1,Bull
2023-10-11,-0.0030239200092467,-0.0002239200092467,0.0028,0.03844022561418292,1,Bull
2023-10-12,-0.0111386185485356,-0.0016386185485356,0.0095,0.02959930053418236,1,Bull
2023-10-13,0.0090877480488586,-0.0014122519511414,-0.0105,0.023251021134872207,1,Bull
2023-10-16,0.009517150734226,-0.000482849265774,-0.01,0.029223574924448936,1,Bull
2023-10-17,-0.0037988268176974,-0.0002988268176975,0.0034999999999999,0.030013029664923474,1,Bull
2023-10-18,0.0092774447070136,0.0013774447070136,-0.0079,0.03867456694963134,1,Bull
2023-10-19,0.0186268792174656,-0.0026731207825344,-0.0213,0.052226795778411494,1,Bull
2023-10-20,0.0059232481316715,-0.0005767518683285,-0.0065,0.05756738407067341,1,Bull
2023-10-23,0.0110748525493855,0.0006748525493856,-0.0104,0.06385920427196634,1,Bull
2023-10-24,-0.0064300340208851,-0.0027300340208851,0.0037,0.06361523864135266,1,Bull
2023-10-25,-0.0091029900008561,-0.0041029900008562,0.005,0.050987130443676865,1,Bull
2023-10-26,-0.0002577975174739,0.0025422024825261,0.0028,0.04630837434332746,1,Bull
2023-10-27,-0.0133605171616862,0.0003394828383138,0.0137,0.025122374533605107,1,Bull
2023-10-30,-0.0104898077735253,-0.0044898077735253,0.006,0.03129204518003337,1,Bull
2023-10-31,-0.0012447293649373,-0.0043447293649373,-0.0031,0.021289655619095793,1,Bull
2023-11-01,-0.0025836952429504,-0.0029836952429504,-0.0004,0.009230368864386884,1,Bull
2023-11-02,0.0026564995032561,-0.0020435004967438,-0.0046999999999999,0.009753670135859815,1,Bull
