trade_date,momentum_return,holdings_count,rebalance_date
2023-03-20,-0.0049449236974628,934,2023-02-28
2023-03-21,0.0168045403634423,934,2023-02-28
2023-03-22,0.0018496878207204,934,2023-02-28
2023-03-23,-0.0027986500616499,934,2023-02-28
2023-03-24,-0.0008111523484259,934,2023-02-28
2023-03-27,-0.0004607399216461,934,2023-02-28
2023-03-28,-0.006007515527696,934,2023-02-28
2023-03-29,-0.005682277568232,934,2023-02-28
2023-03-30,-0.0017494732574382,934,2023-02-28
2023-03-31,0.0128560738017855,934,2023-02-28
2023-04-03,0.0057387429416593,937,2023-03-31
2023-04-04,-0.0128736045385189,937,2023-03-31
2023-04-06,-0.0025692084806467,937,2023-03-31
2023-04-07,0.0107285007695615,937,2023-03-31
2023-04-10,-0.0120913697369404,937,2023-03-31
2023-04-11,0.0002881571185258,937,2023-03-31
2023-04-12,0.0054505946047765,937,2023-03-31
2023-04-13,-0.0034192659971984,937,2023-03-31
2023-04-14,0.0023935549031894,937,2023-03-31
2023-04-17,0.0044606025127748,937,2023-03-31
2023-04-18,-0.0030237288336412,937,2023-03-31
2023-04-19,-0.0020917345687181,937,2023-03-31
2023-04-20,-0.0063930975696576,937,2023-03-31
2023-04-21,-0.0226527186831037,937,2023-03-31
2023-04-24,-0.003667714158966,937,2023-03-31
2023-04-25,-0.0185951491796331,937,2023-03-31
2023-04-26,0.0127266860835207,937,2023-03-31
2023-04-27,9.85627812292988e-05,937,2023-03-31
2023-04-28,0.0166767956058899,937,2023-03-31
2023-05-04,0.0021472138312421,944,2023-04-28
2023-05-05,-0.0097863273669048,944,2023-04-28
2023-05-08,0.0050709855743968,944,2023-04-28
2023-05-09,-0.0193591450909197,944,2023-04-28
2023-05-10,0.0057429634582011,944,2023-04-28
2023-05-11,0.0028908955818348,944,2023-04-28
2023-05-12,-0.0114209877078154,944,2023-04-28
2023-05-15,0.0076426030933454,944,2023-04-28
2023-05-16,-0.0107044463493641,944,2023-04-28
2023-05-17,0.0092207524256252,944,2023-04-28
2023-05-18,0.010450204534323,944,2023-04-28
2023-05-19,0.0018158950225462,944,2023-04-28
2023-05-22,0.0035824941542231,944,2023-04-28
2023-05-23,-0.0126820302930148,944,2023-04-28
2023-05-24,-0.0003466870836794,944,2023-04-28
2023-05-25,-0.0012671063561277,944,2023-04-28
2023-05-26,0.0092456924604184,944,2023-04-28
2023-05-29,-0.0032916330254813,944,2023-04-28
