trade_date,active_return,momentum_return,market_return,state,state_name
2022-09-05,0.0097946829390121,0.0077946829390121,-0.002,1,Bull
2022-09-06,0.0135518041670295,0.0227518041670296,0.0092,1,Bull
2022-09-07,0.0085499958014147,0.0092499958014147,0.0007,1,Bull
2022-09-08,-0.0047912600578411,-0.0090912600578411,-0.0043,1,Bull
2022-09-09,-0.0181722442094069,-0.0042722442094069,0.0139,1,Bull
2022-09-13,-0.0037734318088306,0.0004265681911693,0.0042,1,Bull
2022-09-14,-0.0014707813914187,-0.0125707813914188,-0.0111,1,Bull
2022-09-15,-0.0226308312441382,-0.0320308312441382,-0.0093999999999999,0,Bear
2022-09-16,0.0007139289372658,-0.0227860710627341,-0.0235,0,Bear
2022-09-19,-0.0071302526478775,-0.0083302526478775,-0.0012,0,Bear
2022-09-20,0.0210432080742945,0.0222432080742945,0.0012,0,Bear
2022-09-21,0.0095968911394245,0.0021968911394245,-0.0074,1,Bull
2022-09-22,0.0069939501678996,-0.0018060498321004,-0.0088,1,Bull
2022-09-23,-0.021208940030148,-0.024608940030148,-0.0034,0,Bear
2022-09-26,-0.0055758701635233,-0.0105758701635233,-0.005,0,Bear
2022-09-27,0.0037923510321993,0.0182923510321993,0.0144999999999999,0,Bear
2022-09-28,-0.0174523146920231,-0.0337523146920231,-0.0163,0,Bear
2022-09-29,-0.0038838891488572,-0.0042838891488573,-0.0004,0,Bear
2022-09-30,-0.0100365429673193,-0.0158365429673193,-0.0058,0,Bear
2022-10-10,0.0075659071751146,-0.0145340928248853,-0.0220999999999999,0,Bear
2022-10-11,0.0093180764511204,0.0111180764511204,0.0018,0,Bear
2022-10-12,0.0124428798319592,0.0276428798319592,0.0152,1,Bull
2022-10-13,0.0160708100783337,0.0076708100783337,-0.0084,1,Bull
2022-10-14,-0.0032294902462045,0.0206705097537955,0.0239,1,Bull
2022-10-17,0.0076909385194306,0.0086909385194306,0.001,1,Bull
2022-10-18,0.0111328767441329,0.0090328767441329,-0.0021,1,Bull
2022-10-19,0.0084173174344394,-0.0076826825655606,-0.0161,1,Bull
2022-10-20,-0.0038520558014897,-0.0095520558014897,-0.0056999999999999,1,Bull
2022-10-21,0.0067356740312356,0.0035356740312356,-0.0032,1,Bull
2022-10-24,0.014050025504974,-0.015249974495026,-0.0293,1,Bull
2022-10-25,0.0024269672760743,0.0008269672760743,-0.0016,1,Bull
2022-10-26,0.005919007905724,0.0140190079057241,0.0081,1,Bull
2022-10-27,0.0016508925777408,-0.0053491074222591,-0.0069999999999999,1,Bull
2022-10-28,-0.0125285617093442,-0.0372285617093443,-0.0247,1,Bull
2022-10-31,0.0135707621293636,0.0043707621293636,-0.0092,1,Bull
2022-11-01,-0.0107824481507798,0.0250175518492201,0.0358,1,Bull
2022-11-02,0.0043848201228579,0.016384820122858,0.012,1,Bull
2022-11-03,0.0154601676422742,0.0073601676422742,-0.0081,1,Bull
2022-11-04,-0.0115864962052716,0.0211135037947284,0.0327,1,Bull
2022-11-07,0.002833259406893,0.005033259406893,0.0022,1,Bull
2022-11-08,0.005997429854419,-0.000902570145581,-0.0069,1,Bull
2022-11-09,0.0111808539408395,0.0018808539408395,-0.0093,1,Bull
2022-11-10,0.001842545889976,-0.0058574541100239,-0.0077,1,Bull
2022-11-11,-0.0249669293054902,0.0029330706945098,0.0279,1,Bull
2022-11-14,-0.0076541142445506,-0.0061541142445507,0.0015,1,Bull
2022-11-15,-0.0001504483529626,0.0188495516470374,0.019,1,Bull
2022-11-16,0.0035299323212992,-0.0046700676787007,-0.0081999999999999,1,Bull
2022-11-17,0.0053303583433904,0.0012303583433905,-0.0040999999999999,1,Bull
2022-11-18,-0.0031237469533446,-0.0076237469533447,-0.0045,1,Bull
2022-11-21,0.0152918360575003,0.0067918360575003,-0.0085,1,Bull
2022-11-22,-0.0149497084795509,-0.0148497084795509,0.0001,0,Bear
2022-11-23,-0.0033286397826017,-0.0023286397826017,0.001,0,Bear
2022-11-24,0.0121454859572066,0.0077454859572066,-0.0044,1,Bull
2022-11-25,-0.0141902611708042,-0.0091902611708042,0.005,0,Bear
2022-11-28,0.0100082167879224,-0.0012917832120776,-0.0113,0,Bear
2022-11-29,-0.0160494059028857,0.0148505940971142,0.0308999999999999,0,Bear
2022-11-30,0.0023313990008833,0.0035313990008834,0.0012,0,Bear
2022-12-01,-0.0033886143505412,0.0074113856494588,0.0108,0,Bear
2022-12-02,0.0115315041922688,0.0054315041922688,-0.0060999999999999,0,Bear
2022-12-05,-0.0187574474051529,0.0008425525948471,0.0196,0,Bear
2022-12-06,-0.0108365145366046,-0.0054365145366046,0.0054,0,Bear
2022-12-07,0.0060672703044095,0.0035672703044096,-0.0025,0,Bear
2022-12-08,-0.0030910356445613,-0.0028910356445613,0.0002,0,Bear
2022-12-09,-0.014387434744482,-0.0044874347444821,0.0098999999999999,0,Bear
2022-12-12,0.011703228989209,0.000503228989209,-0.0112,0,Bear
2022-12-13,-0.0048106992199199,-0.0068106992199199,-0.002,0,Bear
